## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/data4/bfennessy/project/raw_fastq/capture_targets_interval_list] TARGET_INTERVALS=[/data4/bfennessy/project/raw_fastq/primary_targets_interval_list] INPUT=HN51_T.sorted.dedup.RG.bam OUTPUT=HN51_T_hs.metrics.txt REFERENCE_SEQUENCE=/data4/bfennessy/project/raw_fastq/hg19/hg19.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true INCLUDE_INDELS=false COVERAGE_CAP=200 SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat May 25 17:26:15 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	BAIT_TERRITORY	BAIT_DESIGN_EFFICIENCY	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	TARGET_TERRITORY	GENOME_SIZE	TOTAL_READS	PF_READS	PF_BASES	PF_UNIQUE_READS	PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_TARGET_BASES	PCT_PF_READS	PCT_PF_UQ_READS	PCT_PF_UQ_READS_ALIGNED	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
capture_targets_interval_list	64190747	0.990251	12466480552	8793641044	3108329637	0.872445	0.127555	0.586379	194.209931	0.511149	0.37247	25.002322	444901940	5.355249	5.449504	5.550043	5.656865	5.758661	6.422217	63564965	3137161264	251944798	251944798	24389145168	224461112	224430633	24368451233	21747383458	9084225601	1	0.890914	0.999864	142.912461	124	6455	0.020323	0.10756	0	0.123269	0.013801	0.013192	0.369392	2.198653	0.969965	0.965278	0.947412	0.933129	0.918145	0.897126	0.866767	0.623414	0.001256	15.174022	0.96306	14			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	1909185	0
1	297930	0
2	206510	0
3	171639	0
4	153010	0
5	138663	1770200
6	127094	2748632
7	118910	13781709
8	113273	13585709
9	106564	8106501
10	102848	9236643
11	97870	3800699
12	93870	3121237
13	91412	5918723
14	89589	3407489
15	88096	10785213
16	86357	10485015
17	85691	12695788
18	86164	29398237
19	85960	17887669
20	87148	25800934
21	87906	12003599
22	89327	21234543
23	90667	36718201
24	91780	50083995
25	94619	63391758
26	97493	83702659
27	100570	88789678
28	104794	63413567
29	108175	128426369
30	112001	192900117
31	116006	286834803
32	121350	227621092
33	126306	347367003
34	130533	634112839
35	135431	949404774
36	140563	456587397
37	145580	688003222
38	151624	572796446
39	156680	771766918
40	162024	941816920
41	169874	1145263140
42	176840	0
43	184796	0
44	191109	0
45	196676	0
46	202939	0
47	209276	0
48	215012	0
49	221238	0
50	228035	0
51	233574	0
52	239734	0
53	245270	0
54	250637	0
55	255334	0
56	261102	0
57	266404	0
58	270511	0
59	275758	0
60	281026	0
61	285603	0
62	289310	0
63	293764	0
64	296632	0
65	300767	0
66	304791	0
67	306788	0
68	309697	0
69	311486	0
70	315632	0
71	316724	0
72	319119	0
73	320809	0
74	323281	0
75	325092	0
76	326455	0
77	329115	0
78	329296	0
79	329369	0
80	330984	0
81	331599	0
82	334467	0
83	335341	0
84	336772	0
85	337574	0
86	337237	0
87	338062	0
88	338279	0
89	338062	0
90	338423	0
91	338131	0
92	338360	0
93	337826	0
94	338620	0
95	336183	0
96	336841	0
97	335978	0
98	334388	0
99	334472	0
100	332735	0
101	332086	0
102	330930	0
103	330100	0
104	328996	0
105	327629	0
106	327783	0
107	325942	0
108	324967	0
109	324010	0
110	322467	0
111	322109	0
112	320824	0
113	319362	0
114	318180	0
115	316532	0
116	317004	0
117	315329	0
118	313282	0
119	311448	0
120	311614	0
121	308519	0
122	307126	0
123	306003	0
124	304311	0
125	304405	0
126	302448	0
127	299441	0
128	297491	0
129	296972	0
130	295240	0
131	292094	0
132	291725	0
133	288563	0
134	287947	0
135	286180	0
136	285053	0
137	283221	0
138	282384	0
139	281211	0
140	279429	0
141	277938	0
142	276717	0
143	274860	0
144	272365	0
145	270084	0
146	268611	0
147	265875	0
148	264017	0
149	263187	0
150	260468	0
151	259904	0
152	257395	0
153	255408	0
154	254713	0
155	252041	0
156	249877	0
157	247522	0
158	246734	0
159	243968	0
160	241094	0
161	239642	0
162	238759	0
163	235832	0
164	234955	0
165	232562	0
166	229911	0
167	228808	0
168	226807	0
169	224835	0
170	223864	0
171	222191	0
172	220374	0
173	218089	0
174	216969	0
175	214927	0
176	212603	0
177	210013	0
178	208827	0
179	206785	0
180	204393	0
181	202732	0
182	200522	0
183	199510	0
184	196912	0
185	194533	0
186	193339	0
187	191525	0
188	188824	0
189	187707	0
190	185458	0
191	183603	0
192	182178	0
193	180622	0
194	178616	0
195	177700	0
196	174964	0
197	172905	0
198	170683	0
199	168757	0
200	13789173	0

