## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/data4/bfennessy/project/raw_fastq/capture_targets_interval_list] TARGET_INTERVALS=[/data4/bfennessy/project/raw_fastq/primary_targets_interval_list] INPUT=HN72_R.sorted.dedup.RG.bam OUTPUT=HN72_R_hs.metrics.txt REFERENCE_SEQUENCE=/data4/bfennessy/project/raw_fastq/hg19/hg19.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true INCLUDE_INDELS=false COVERAGE_CAP=200 SAMPLE_SIZE=10000 ALLELE_FRACTION=[0.001, 0.005, 0.01, 0.02, 0.05, 0.1, 0.2, 0.3, 0.5] VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat May 25 19:26:21 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	BAIT_TERRITORY	BAIT_DESIGN_EFFICIENCY	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	TARGET_TERRITORY	GENOME_SIZE	TOTAL_READS	PF_READS	PF_BASES	PF_UNIQUE_READS	PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_TARGET_BASES	PCT_PF_READS	PCT_PF_UQ_READS	PCT_PF_UQ_READS_ALIGNED	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
capture_targets_interval_list	64190747	0.990251	1770781247	1386584719	12182369390	0.205829	0.794171	0.560841	27.586238	0.113829	0.085419	5.641719	397374316	26.938239	27.598927	28.306807	29.061878	29.835827	35.045822	63564965	3137161264	162134652	162134652	15556520620	159236201	157339554	15339735356	15069372359	1328824938	1	0.982123	0.988089	20.90499	16	2601	0.029154	0.017625	0	0.053508	0.008625	0.095252	0.738373	2.322777	0.947283	0.93404	0.774266	0.38345	0.163561	0.082866	0.051295	0.015659	1.730289	6.597314	0.917518	11			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	3350974	0
1	841776	0
2	664211	0
3	708446	0
4	844674	0
5	1058057	109925
6	1307335	159919
7	1586561	1070078
8	1865669	803621
9	2121081	407527
10	2329211	968004
11	2488288	821572
12	2596872	243684
13	2662034	421047
14	2675203	223691
15	2619251	719688
16	2546756	3188766
17	2440638	987973
18	2312192	1859116
19	2171734	1112387
20	2020311	2201179
21	1870066	741696
22	1715190	1308243
23	1567446	2624715
24	1435369	3253347
25	1298728	5763262
26	1176088	5647810
27	1064107	6460548
28	962982	6314190
29	866941	10795075
30	782889	15841463
31	705048	26156982
32	634170	22104588
33	571966	43938331
34	513419	101278201
35	461820	169129707
36	418560	52463021
37	380378	114191689
38	346166	63820565
39	314992	135241172
40	286709	166902694
41	261505	354958743
42	238260	0
43	219599	0
44	201495	0
45	185006	0
46	171392	0
47	157967	0
48	147947	0
49	136928	0
50	127499	0
51	118257	0
52	110119	0
53	102720	0
54	95733	0
55	89597	0
56	84727	0
57	79390	0
58	75009	0
59	70388	0
60	66757	0
61	63351	0
62	60003	0
63	57063	0
64	53868	0
65	50775	0
66	48715	0
67	46237	0
68	44655	0
69	42572	0
70	41320	0
71	39246	0
72	37717	0
73	36127	0
74	34533	0
75	33792	0
76	32804	0
77	31866	0
78	30109	0
79	29146	0
80	28264	0
81	27046	0
82	26011	0
83	25222	0
84	24470	0
85	23893	0
86	23189	0
87	22160	0
88	21610	0
89	21162	0
90	20927	0
91	20264	0
92	19935	0
93	19567	0
94	18962	0
95	18430	0
96	18080	0
97	17548	0
98	17395	0
99	16957	0
100	16770	0
101	16625	0
102	16438	0
103	16160	0
104	15797	0
105	15401	0
106	14768	0
107	14592	0
108	14343	0
109	14360	0
110	14214	0
111	14234	0
112	13957	0
113	13620	0
114	13251	0
115	12963	0
116	12546	0
117	12457	0
118	12150	0
119	12049	0
120	12187	0
121	11919	0
122	11799	0
123	11498	0
124	11792	0
125	11552	0
126	11298	0
127	11372	0
128	10814	0
129	10891	0
130	10758	0
131	10669	0
132	10584	0
133	10282	0
134	10075	0
135	10154	0
136	9974	0
137	10066	0
138	9587	0
139	9568	0
140	9561	0
141	9218	0
142	9119	0
143	9105	0
144	9140	0
145	8642	0
146	8510	0
147	8225	0
148	8213	0
149	8149	0
150	8014	0
151	7692	0
152	7544	0
153	7539	0
154	7400	0
155	7127	0
156	7126	0
157	7027	0
158	6865	0
159	6858	0
160	6730	0
161	6425	0
162	6502	0
163	6132	0
164	5928	0
165	5997	0
166	5906	0
167	5728	0
168	5790	0
169	5666	0
170	5586	0
171	5487	0
172	5327	0
173	5228	0
174	5013	0
175	4937	0
176	4899	0
177	4663	0
178	4514	0
179	4489	0
180	4336	0
181	4354	0
182	4128	0
183	4041	0
184	3842	0
185	3768	0
186	3620	0
187	3638	0
188	3536	0
189	3592	0
190	3404	0
191	3366	0
192	3279	0
193	3252	0
194	3077	0
195	3073	0
196	2853	0
197	2944	0
198	2867	0
199	2782	0
200	150064	0

